7042182c-2001-45bf-baf1-5d3e6827c47d,3a2fcafb-e1dd-426d-852a-c08181495de3_gdc_realn_rehead.bam,d15f66d499929435da4b37346480a13d,2243348651,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AA-3525,TCGA-AA-3525-01A,Primary Tumor
c257ee3d-8230-41f3-a5f7-948fd141a900,bf8f9d0a-ad06-448b-88e7-53d6b26aa78a_gdc_realn_rehead.bam,86eb081f0c0e1dc963dfc78c6c478974,8334005496,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AA-3525,TCGA-AA-3525-11A,Solid Tissue Normal
8f96ba31-383a-4457-a85f-9bd680ece6d7,755054ab-da9c-4071-ad16-9664bf53b66e_gdc_realn_rehead.bam,32f97003da1b70027dea1515abe61fe9,1946849383,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AA-3527,TCGA-AA-3527-01A,Primary Tumor
d797d295-bd32-4463-9633-9d6be8690328,a90c4872-ddfb-49b1-b0c4-04889f032aa3_gdc_realn_rehead.bam,94c91598304ef1141baafc013b6e8247,10905332310,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AA-3527,TCGA-AA-3527-11A,Solid Tissue Normal
e95629a8-68b5-4c43-b3c0-93a88be2e9c0,fde795aa-ac9f-4f34-a31b-1a7e65ea2061_gdc_realn_rehead.bam,4e029a76ba2112060486786e266ef307,1888175750,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AA-3531,TCGA-AA-3531-01A,Primary Tumor
24a2b66f-7253-4878-bca8-1827b435dff5,35fec3ca-aa5e-4c82-8d1a-b1adf588b566_gdc_realn_rehead.bam,81389f388dd988ae156f01fded385bfa,10985112068,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AA-3531,TCGA-AA-3531-11A,Solid Tissue Normal
4c21ac2c-6952-4ea6-87f0-c542f4ba8c54,32edbc70-6ca3-4bdc-b555-4e27f233d0dc_gdc_realn_rehead.bam,b2221e9238073a4679bff0c29c0ef2c0,2009394223,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AA-3534,TCGA-AA-3534-01A,Primary Tumor
b92432a8-a44d-4fd6-af1c-a08f5772b73d,91a8edc1-8986-4c8f-85b6-33f12d5843e7_gdc_realn_rehead.bam,bfb5d5682fc14a2e1dafa581731f7dca,7936960039,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AA-3534,TCGA-AA-3534-11A,Solid Tissue Normal
ef7c0e3b-66ac-43c8-a220-abdffbdd2f24,3efd67e3-dcc1-4155-8b76-54dc1a057aae_gdc_realn_rehead.bam,d8a90ca05bd3a8483fa73bf1d60e1fed,5792187299,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AA-3655,TCGA-AA-3655-01A,Primary Tumor
6e1add3f-e334-413f-a32c-3302f80db15f,9bf0fe2c-b221-485b-b6d5-1f5b94ff7dda_gdc_realn_rehead.bam,34b1084946aeed6b2ac7b0372eb892e2,6243707257,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AA-3655,TCGA-AA-3655-11A,Solid Tissue Normal
42c5c88c-1abd-456b-be8c-612219c1439f,88af4276-749a-4928-81e8-2361b2da1324_gdc_realn_rehead.bam,edf4ff77136c8292070c01f7b2b62898,5835132111,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AA-3660,TCGA-AA-3660-01A,Primary Tumor
dbe71479-abcf-43aa-b32a-3ffab1ed1af4,068d888a-5d28-4ed1-a985-67c43587f081_gdc_realn_rehead.bam,f0bb37ce8591fac9f6d032fc7675d4eb,5919937995,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AA-3660,TCGA-AA-3660-11A,Solid Tissue Normal
c3269758-60aa-4c03-9085-ef9cc5862242,d623dfa0-10ca-47a7-8e4a-5fd09b9278ca_gdc_realn_rehead.bam,9cb2b796ac28cfdda7418031cca65fbf,7390228440,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AA-3662,TCGA-AA-3662-01A,Primary Tumor
f54f934c-181b-4ab7-9837-99c6d6d21875,59cd4694-4001-483b-9a30-33a166943bd1_gdc_realn_rehead.bam,5750445ce18119de4a60f0a64ab958fb,5270972986,validated,Sequencing Reads,Aligned Reads,TCGA-COAD,TCGA-AA-3662,TCGA-AA-3662-11A,Solid Tissue Normal
